node_id,label,PathwayName,identifiers,type,PathwayID,GeneName,GeneID
83666,PARP9,,PARP9,gene,,PARP9,83666
WP1049,G protein signaling pathways,G protein signaling pathways,WP1049,pathway,WP1049,,
2882,GPX7,,ENSG00000116157,gene,,GPX7,2882
100091982,EML4,,100091982,gene,,EML4,100091982
22821,RASA3,,ENSG00000185989,gene,,RASA3,22821
WP5093,Opioid receptor pathways,Opioid receptor pathways,WP5093,pathway,WP5093,,
WP815,Inhibitor of DNA binding (ID) signaling pathway,Inhibitor of DNA binding (ID) signaling pathway,WP815,pathway,WP815,,
10052,GJC1,,ENSG00000182963,gene,,GJC1,10052
10664,CTCF,,CTCF,gene,,CTCF,10664
6017,RLBP1,,RLBP1,gene,,RLBP1,6017
55367,PIDD1,,ENSG00000177595,gene,,PIDD1,55367
6641,SNTB1,,SNTB1,gene,,SNTB1,6641
892,CCNC,,CCNC,gene,,CCNC,892
106782258,MAPK13,,106782258,gene,,MAPK13,106782258
476828,PDK1,,476828,gene,,PDK1,476828
57142,RTN4,,RTN4,gene,,RTN4,57142
776459,PRKCQ,,776459,gene,,PRKCQ,776459
27430,MAT2B,,MAT2B,gene,,MAT2B,27430
100625423,ADCY9,,100625423,gene,,ADCY9,100625423
54600,UGT1A9,,UGT1A9,gene,,UGT1A9,54600
WP3655,Hypothetical craniofacial development pathway,Hypothetical craniofacial development pathway,WP3655,pathway,WP3655,,
100620481,DLL1,,100620481,gene,,DLL1,100620481
4321,MMP12,,ENSG00000262406,gene,,MMP12,4321
WP5182,Pro-survival signaling of neuroprotectin D1,Pro-survival signaling of neuroprotectin D1,WP5182,pathway,WP5182,,
5894,RAF1,,ENSG00000132155,gene,,RAF1,5894
339488,TFAP2E,,TFAP2E,gene,,TFAP2E,339488
484756,MAPKAPK3,,484756,gene,,MAPKAPK3,484756
728689,EIF3C,,ENSG00000205609,gene,,EIF3C,728689
56910,STARD7,,STARD7,gene,,STARD7,56910
57572,DOCK6,,ENSG00000130158,gene,,DOCK6,57572
2069,EREG,,EREG,gene,,EREG,2069
9500,MAGED1,,ENSG00000179222,gene,,MAGED1,9500
84557,MAP1LC3A,,MAP1LC3A,gene,,MAP1LC3A,84557
8574,AKR7A2,,ENSG00000053371,gene,,AKR7A2,8574
396589,IL16,,396589,gene,,IL16,396589
488,ATP2A2,,ENSG00000174437,gene,,ATP2A2,488
5335,PLCG1,,PLCG1,gene,,PLCG1,5335
420870,RIOK1,,420870,gene,,RIOK1,420870
WP887,Blood clotting cascade,Blood clotting cascade,WP887,pathway,WP887,,
8519,IFITM1,,ENSG00000185885,gene,,IFITM1,8519
80895,ILKAP,,ILKAP,gene,,ILKAP,80895
2534,FYN,,ENSG00000010810,gene,,FYN,2534
2963,GTF2F2,,GTF2F2,gene,,GTF2F2,2963
50805,IRX4,,ENSG00000113430,gene,,IRX4,50805
266747,RGL4,,RGL4,gene,,RGL4,266747
23064,SETX,,ENSG00000107290,gene,,SETX,23064
1184,CLCN5,,ENSG00000171365,gene,,CLCN5,1184
617338,CYP27C1,,617338,gene,,CYP27C1,617338
100302278,MIR1302-2,,MIR1302-2,gene,,MIR1302-2,100302278
677770,SCARNA22,,SCARNA22,gene,,SCARNA22,677770
11145,PLAAT3,,PLAAT3,gene,,PLAAT3,11145
100520350,ITGA11,,100520350,gene,,ITGA11,100520350
8704,B4GALT2,,ENSG00000117411,gene,,B4GALT2,8704
55676,SLC30A6,,ENSG00000152683,gene,,SLC30A6,55676
5504,PPP1R2,,ENSG00000184203,gene,,PPP1R2,5504
994,CDC25B,,CDC25B,gene,,CDC25B,994
2918,GRM8,,ENSG00000179603,gene,,GRM8,2918
57140,RNPEPL1,,ENSG00000142327,gene,,RNPEPL1,57140
1501,CTNND2,,CTNND2,gene,,CTNND2,1501
6662,SOX9,,ENSG00000125398,gene,,SOX9,6662
6548,SLC9A1,,SLC9A1,gene,,SLC9A1,6548
WP205,IL-7 signaling pathway,IL-7 signaling pathway,WP205,pathway,WP205,,
24149,ZNF318,,ENSG00000171467,gene,,ZNF318,24149
100146270,CDKN2A,,100146270,gene,,CDKN2A,100146270
WP536,Calcium regulation in cardiac cells,Calcium regulation in cardiac cells,WP536,pathway,WP536,,
50813,COPS7A,,COPS7A,gene,,COPS7A,50813
693120,MIR33B,,ENSG00000207839,gene,,MIR33B,693120
WP5440,EPAC1 and PKA reduction of retinal inflammation,EPAC1 and PKA reduction of retinal inflammation,WP5440,pathway,WP5440,,
79053,ALG8,,ALG8,gene,,ALG8,79053
79447,PAGR1,,ENSG00000280789,gene,,PAGR1,79447
486916,BAG3,,486916,gene,,BAG3,486916
6129,RPL7,,RPL7,gene,,RPL7,6129
778,CACNA1F,,ENSG00000102001,gene,,CACNA1F,778
116409667,SSPN,,116409667,gene,,SSPN,116409667
1040,CDS1,,ENSG00000163624,gene,,CDS1,1040
200407,CREG2,,ENSG00000175874,gene,,CREG2,200407
4702,NDUFA8,,ENSG00000119421,gene,,NDUFA8,4702
4493,MT1E,,MT1E,gene,,MT1E,4493
680,BRS3,,BRS3,gene,,BRS3,680
612070,TCF7L1,,612070,gene,,TCF7L1,612070
150763,GPAT2,,ENSG00000186281,gene,,GPAT2,150763
9802,DAZAP2,,ENSG00000183283,gene,,DAZAP2,9802
5654,HTRA1,,HTRA1,gene,,HTRA1,5654
3712,IVD,,IVD,gene,,IVD,3712
3781,KCNN2,,KCNN2,gene,,KCNN2,3781
698057,XIAP,,698057,gene,,XIAP,698057
2100,ESR2,,ESR2,gene,,ESR2,2100
10452,TOMM40,,TOMM40,gene,,TOMM40,10452
100081456,RALBP1,,100081456,gene,,RALBP1,100081456
80318,GKAP1,,GKAP1,gene,,GKAP1,80318
1163,CKS1B,,CKS1B,gene,,CKS1B,1163
578,BAK1,,BAK1,gene,,BAK1,578
81030,ZBP1,,ENSG00000124256,gene,,ZBP1,81030
5232,PGK2,,ENSG00000170950,gene,,PGK2,5232
30846,EHD2,,ENSG00000024422,gene,,EHD2,30846
284541,CYP4A22,,ENSG00000162365,gene,,CYP4A22,284541
873,CBR1,,ENSG00000159228,gene,,CBR1,873
608366,ARNT2,,608366,gene,,ARNT2,608366
4760,NEUROD1,,ENSG00000162992,gene,,NEUROD1,4760
11251,PTGDR2,,ENSG00000183134,gene,,PTGDR2,11251
10982,MAPRE2,,MAPRE2,gene,,MAPRE2,10982
54825,CDHR2,,ENSG00000074276,gene,,CDHR2,54825
11096,ADAMTS5,,ENSG00000154736,gene,,ADAMTS5,11096
81490,PTDSS2,,PTDSS2,gene,,PTDSS2,81490
100091391,RPL11,,100091391,gene,,RPL11,100091391
WP2485,NAD biosynthesis II (from tryptophan),NAD biosynthesis II (from tryptophan),WP2485,pathway,WP2485,,
79001,VKORC1,,ENSG00000167397,gene,,VKORC1,79001
4682,NUBP1,,NUBP1,gene,,NUBP1,4682
2707,GJB3,,ENSG00000188910,gene,,GJB3,2707
WP3624,Lung fibrosis,Lung fibrosis,WP3624,pathway,WP3624,,
7372,UMPS,,UMPS,gene,,UMPS,7372
WP5222,2q13 copy number variation syndrome,2q13 copy number variation syndrome,WP5222,pathway,WP5222,,
3060,HCRT,,ENSG00000161610,gene,,HCRT,3060
51024,FIS1,,ENSG00000214253,gene,,FIS1,51024
51174,TUBD1,,ENSG00000108423,gene,,TUBD1,51174
64582,GPR135,,GPR135,gene,,GPR135,64582
2517,FUCA1,,ENSG00000179163,gene,,FUCA1,2517
55692,LUC7L,,LUC7L,gene,,LUC7L,55692
9682,KDM4A,,ENSG00000066135,gene,,KDM4A,9682
2042,EPHA3,,EPHA3,gene,,EPHA3,2042
475253,ITGB8,,475253,gene,,ITGB8,475253
4790,NFKB1,,NFKB1,gene,,NFKB1,4790
874,CBR3,,CBR3,gene,,CBR3,874
80144,FRAS1,,ENSG00000138759,gene,,FRAS1,80144
5536,PPP5C,,ENSG00000011485,gene,,PPP5C,5536
406977,MIR199A2,,ENSG00000208024,gene,,MIR199A2,406977
6197,RPS6KA3,,RPS6KA3,gene,,RPS6KA3,6197
33,ACADL,,ACADL,gene,,ACADL,33
WP5401,7q11.23 distal copy number variation,7q11.23 distal copy number variation,WP5401,pathway,WP5401,,
144124,OR10A5,,OR10A5,gene,,OR10A5,144124
3035,HARS1,,ENSG00000170445,gene,,HARS1,3035
7709,ZBTB17,,ZBTB17,gene,,ZBTB17,7709
26291,FGF21,,FGF21,gene,,FGF21,26291
WP5123,Mitochondrial fatty acid oxidation disorders,Mitochondrial fatty acid oxidation disorders,WP5123,pathway,WP5123,,
5663,PSEN1,,ENSG00000080815,gene,,PSEN1,5663
27294,DHDH,,ENSG00000104808,gene,,DHDH,27294
WP2018,RANKL/RANK signaling pathway,RANKL/RANK signaling pathway,WP2018,pathway,WP2018,,
3257,HPS1,,ENSG00000107521,gene,,HPS1,3257
1013,CDH15,,ENSG00000129910,gene,,CDH15,1013
1356,CP,,CP,gene,,CP,1356
6504,SLAMF1,,SLAMF1,gene,,SLAMF1,6504
646,BNC1,,ENSG00000169594,gene,,BNC1,646
5105,PCK1,,PCK1,gene,,PCK1,5105
100612667,CCL15,,100612667,gene,,CCL15,100612667
246778,IL27,,IL27,gene,,IL27,246778
100524544,ABL1,,100524544,gene,,ABL1,100524544
125965,COX6B2,,COX6B2,gene,,COX6B2,125965
8517,IKBKG,,ENSG00000269335,gene,,IKBKG,8517
10718,NRG3,,NRG3,gene,,NRG3,10718
8737,RIPK1,,RIPK1,gene,,RIPK1,8737
100088264,CAPNS1,,100088264,gene,,CAPNS1,100088264
WP4217,Ebola virus infection in host,Ebola virus infection in host,WP4217,pathway,WP4217,,
200734,SPRED2,,ENSG00000198369,gene,,SPRED2,200734
3937,LCP2,,LCP2,gene,,LCP2,3937
WP710,DNA damage response (only ATM dependent),DNA damage response (only ATM dependent),WP710,pathway,WP710,,
51473,DCDC2,,ENSG00000146038,gene,,DCDC2,51473
WP4936,"Perturbations to host-cell autophagy, induced by SARS-CoV-2 proteins","Perturbations to host-cell autophagy, induced by SARS-CoV-2 proteins",WP4936,pathway,WP4936,,
51524,TMEM138,,ENSG00000149483,gene,,TMEM138,51524
6711,SPTBN1,,SPTBN1,gene,,SPTBN1,6711
4613,MYCN,,ENSG00000134323,gene,,MYCN,4613
5298,PI4KB,,PI4KB,gene,,PI4KB,5298
2040,STOM,,STOM,gene,,STOM,2040
10298,PAK4,,PAK4,gene,,PAK4,10298
56288,PARD3,,ENSG00000148498,gene,,PARD3,56288
51252,FAM178B,,FAM178B,gene,,FAM178B,51252
115098,CCDC124,,ENSG00000007080,gene,,CCDC124,115098
10325,RRAGB,,RRAGB,gene,,RRAGB,10325
1071,CETP,,ENSG00000087237,gene,,CETP,1071
58,ACTA1,,ACTA1,gene,,ACTA1,58
55120,FANCL,,FANCL,gene,,FANCL,55120
4999,ORC2,,ENSG00000115942,gene,,ORC2,4999
716138,ADCY4,,716138,gene,,ADCY4,716138
1448,CSN3,,CSN3,gene,,CSN3,1448
416620,POLR3E,,416620,gene,,POLR3E,416620
113278,SLC52A3,,ENSG00000101276,gene,,SLC52A3,113278
2563,GABRD,,GABRD,gene,,GABRD,2563
2049,EPHB3,,EPHB3,gene,,EPHB3,2049
5189,PEX1,,PEX1,gene,,PEX1,5189
2781,GNAZ,,GNAZ,gene,,GNAZ,2781
644096,SDHAF1,,SDHAF1,gene,,SDHAF1,644096
2694,CBLIF,,CBLIF,gene,,CBLIF,2694
386675,KRTAP10-7,,ENSG00000272804,gene,,KRTAP10-7,386675
285852,TREML4,,TREML4,gene,,TREML4,285852
27161,AGO2,,ENSG00000123908,gene,,AGO2,27161
10109,ARPC2,,ENSG00000163466,gene,,ARPC2,10109
810,CALML3,,CALML3,gene,,CALML3,810
1436,CSF1R,,ENSG00000182578,gene,,CSF1R,1436
WP3982,miRNA regulation of p53 pathway in prostate cancer,miRNA regulation of p53 pathway in prostate cancer,WP3982,pathway,WP3982,,
4690,NCK1,,NCK1,gene,,NCK1,4690
607408,BNIP3,,607408,gene,,BNIP3,607408
2752,GLUL,,GLUL,gene,,GLUL,2752
23463,ICMT,,ENSG00000116237,gene,,ICMT,23463
91653,BOC,,BOC,gene,,BOC,91653
3703,STT3A,,STT3A,gene,,STT3A,3703
491857,ARAF,,491857,gene,,ARAF,491857
326624,RAB37,,ENSG00000172794,gene,,RAB37,326624
485175,CAPN5,,485175,gene,,CAPN5,485175
106559217,RAC3,,106559217,gene,,RAC3,106559217
WP4258,lncRNA in canonical Wnt signaling and colorectal cancer,lncRNA in canonical Wnt signaling and colorectal cancer,WP4258,pathway,WP4258,,
WP2637,Interleukin-1 (IL-1) structural pathway,Interleukin-1 (IL-1) structural pathway,WP2637,pathway,WP2637,,
84277,DNAJC30,,DNAJC30,gene,,DNAJC30,84277
4907,NT5E,,NT5E,gene,,NT5E,4907
5927,KDM5A,,ENSG00000073614,gene,,KDM5A,5927
WP2875,Constitutive androstane receptor pathway,Constitutive androstane receptor pathway,WP2875,pathway,WP2875,,
4747,NEFL,,ENSG00000277586,gene,,NEFL,4747
WP4462,Platelet-mediated interactions with vascular and circulating cells,Platelet-mediated interactions with vascular and circulating cells,WP4462,pathway,WP4462,,
488519,TNS1,,488519,gene,,TNS1,488519
1235,CCR6,,ENSG00000112486,gene,,CCR6,1235
9787,DLGAP5,,DLGAP5,gene,,DLGAP5,9787
10998,SLC27A5,,SLC27A5,gene,,SLC27A5,10998
6304,SATB1,,ENSG00000182568,gene,,SATB1,6304
2745,GLRX,,GLRX,gene,,GLRX,2745
3558,IL2,,IL2,gene,,IL2,3558
100073708,ESR1,,100073708,gene,,ESR1,100073708
100081434,FGB,,100081434,gene,,FGB,100081434
WP5124,Alzheimer's disease,Alzheimer's disease,WP5124,pathway,WP5124,,
407008,MIR223,,ENSG00000284567,gene,,MIR223,407008
55013,MCUB,,ENSG00000005059,gene,,MCUB,55013
23624,CBLC,,CBLC,gene,,CBLC,23624
3959,LGALS3BP,,LGALS3BP,gene,,LGALS3BP,3959
5631,PRPS1,,ENSG00000147224,gene,,PRPS1,5631
100150414,RASSF5,,100150414,gene,,RASSF5,100150414
7273,TTN,,TTN,gene,,TTN,7273
WP3,Transcriptional activation by NRF2 in response to phytochemicals,Transcriptional activation by NRF2 in response to phytochemicals,WP3,pathway,WP3,,
424355,F13B,,424355,gene,,F13B,424355
9140,ATG12,,ATG12,gene,,ATG12,9140
110257143,BOK,,110257143,gene,,BOK,110257143
339456,TMEM52,,ENSG00000178821,gene,,TMEM52,339456
WP5239,Lac-Phe pathway,Lac-Phe pathway,WP5239,pathway,WP5239,,
6404,SELPLG,,ENSG00000110876,gene,,SELPLG,6404
7403,KDM6A,,KDM6A,gene,,KDM6A,7403
100078158,HDAC1,,100078158,gene,,HDAC1,100078158
WP5023,Hypoxia-dependent self-renewal of myoblasts,Hypoxia-dependent self-renewal of myoblasts,WP5023,pathway,WP5023,,
4313,MMP2,,ENSG00000087245,gene,,MMP2,4313
160728,SLC5A8,,ENSG00000256870,gene,,SLC5A8,160728
91603,ZNF830,,ZNF830,gene,,ZNF830,91603
480181,ROCK1,,480181,gene,,ROCK1,480181
64106,NPFFR1,,ENSG00000148734,gene,,NPFFR1,64106
100156773,JAG1,,100156773,gene,,JAG1,100156773
101060321,TBC1D3G,,ENSG00000260287,gene,,TBC1D3G,101060321
140,ADORA3,,ADORA3,gene,,ADORA3,140
120892,LRRK2,,LRRK2,gene,,LRRK2,120892
388585,HES5,,HES5,gene,,HES5,388585
208,AKT2,,ENSG00000105221,gene,,AKT2,208
100738589,CCND1,,100738589,gene,,CCND1,100738589
4049,LTA,,ENSG00000226979,gene,,LTA,4049
7923,HSD17B8,,HSD17B8,gene,,HSD17B8,7923
3397,ID1,,ID1,gene,,ID1,3397
2569,GABRR1,,ENSG00000146276,gene,,GABRR1,2569
81607,NECTIN4,,NECTIN4,gene,,NECTIN4,81607
55851,PSENEN,,ENSG00000205155,gene,,PSENEN,55851
112398,EGLN2,,ENSG00000269858,gene,,EGLN2,112398
4159,MC3R,,ENSG00000124089,gene,,MC3R,4159
286410,ATP11C,,ATP11C,gene,,ATP11C,286410
6373,CXCL11,,CXCL11,gene,,CXCL11,6373
4481,MSR1,,ENSG00000038945,gene,,MSR1,4481
9266,CYTH2,,CYTH2,gene,,CYTH2,9266
WP1018,Apoptosis,Apoptosis,WP1018,pathway,WP1018,,
2209,FCGR1A,,FCGR1A,gene,,FCGR1A,2209
64764,CREB3L2,,ENSG00000182158,gene,,CREB3L2,64764
1829,DSG2,,ENSG00000046604,gene,,DSG2,1829
170371,TMEM273,,TMEM273,gene,,TMEM273,170371
27156,RSPH14,,RSPH14,gene,,RSPH14,27156
51426,POLK,,POLK,gene,,POLK,51426
1103,CHAT,,ENSG00000070748,gene,,CHAT,1103
WP696,Benzo(a)pyrene metabolism,Benzo(a)pyrene metabolism,WP696,pathway,WP696,,
5371,PML,,PML,gene,,PML,5371
406887,MIRLET7E,,MIRLET7E,gene,,MIRLET7E,406887
54577,UGT1A7,,ENSG00000244122,gene,,UGT1A7,54577
2853,GPR31,,GPR31,gene,,GPR31,2853
406916,MIR128-2,,MIR128-2,gene,,MIR128-2,406916
10980,COPS6,,COPS6,gene,,COPS6,10980
2316,FLNA,,FLNA,gene,,FLNA,2316
55872,PBK,,PBK,gene,,PBK,55872
11254,SLC6A14,,ENSG00000268104,gene,,SLC6A14,11254
417181,ABL1,,417181,gene,,ABL1,417181
23678,SGK3,,SGK3,gene,,SGK3,23678
WP3930,EDA signaling in hair follicle development,EDA signaling in hair follicle development,WP3930,pathway,WP3930,,
114815141,STEAP3,,114815141,gene,,STEAP3,114815141
26692,OR2W1,,ENSG00000204704,gene,,OR2W1,26692
WP501,"GPCRs, class C metabotropic glutamate, pheromone","GPCRs, class C metabotropic glutamate, pheromone",WP501,pathway,WP501,,
WP3927,BMP signaling in eyelid development,BMP signaling in eyelid development,WP3927,pathway,WP3927,,
23189,KANK1,,KANK1,gene,,KANK1,23189
5236,PGM1,,PGM1,gene,,PGM1,5236
255798,SMCO1,,ENSG00000214097,gene,,SMCO1,255798
58190,CTDSP1,,CTDSP1,gene,,CTDSP1,58190
7314,UBB,,UBB,gene,,UBB,7314
5256,PHKA2,,PHKA2,gene,,PHKA2,5256
100073922,ARHGEF12,,100073922,gene,,ARHGEF12,100073922
WP1176,Matrix metalloproteinases,Matrix metalloproteinases,WP1176,pathway,WP1176,,
79671,NLRX1,,NLRX1,gene,,NLRX1,79671
5959,RDH5,,RDH5,gene,,RDH5,5959
1459,CSNK2A2,,CSNK2A2,gene,,CSNK2A2,1459
3326,HSP90AB1,,ENSG00000096384,gene,,HSP90AB1,3326
9455,HOMER2,,ENSG00000103942,gene,,HOMER2,9455
2760,GM2A,,ENSG00000196743,gene,,GM2A,2760
5087,PBX1,,PBX1,gene,,PBX1,5087
26059,ERC2,,ERC2,gene,,ERC2,26059
9223,MAGI1,,ENSG00000151276,gene,,MAGI1,9223
100084367,EDN1,,100084367,gene,,EDN1,100084367
6578,SLCO2A1,,SLCO2A1,gene,,SLCO2A1,6578
2248,FGF3,,FGF3,gene,,FGF3,2248
51106,TFB1M,,TFB1M,gene,,TFB1M,51106
675,BRCA2,,BRCA2,gene,,BRCA2,675
84883,AIFM2,,ENSG00000042286,gene,,AIFM2,84883
84951,TNS4,,TNS4,gene,,TNS4,84951
51668,HSPB11,,HSPB11,gene,,HSPB11,51668
148398,SAMD11,,SAMD11,gene,,SAMD11,148398
83939,EIF2A,,EIF2A,gene,,EIF2A,83939
406890,MIRLET7G,,ENSG00000199150,gene,,MIRLET7G,406890
1808,DPYSL2,,ENSG00000092964,gene,,DPYSL2,1808
406942,MIR150,,ENSG00000207782,gene,,MIR150,406942
54464,XRN1,,ENSG00000114127,gene,,XRN1,54464
51592,TRIM33,,TRIM33,gene,,TRIM33,51592
10018,BCL2L11,,ENSG00000153094,gene,,BCL2L11,10018
50944,SHANK1,,SHANK1,gene,,SHANK1,50944
9695,EDEM1,,EDEM1,gene,,EDEM1,9695
609767,CHEK1,,609767,gene,,CHEK1,609767
6235,RPS29,,RPS29,gene,,RPS29,6235
442917,MIR372,,ENSG00000199095,gene,,MIR372,442917
WP4842,Mammalian disorder of sexual development,Mammalian disorder of sexual development,WP4842,pathway,WP4842,,
92105,INTS4,,INTS4,gene,,INTS4,92105
10533,ATG7,,ATG7,gene,,ATG7,10533
516,ATP5MC1,,ATP5MC1,gene,,ATP5MC1,516
3274,HRH2,,HRH2,gene,,HRH2,3274
4618,MYF6,,ENSG00000111046,gene,,MYF6,4618
55704,CCDC88A,,ENSG00000115355,gene,,CCDC88A,55704
92140,MTDH,,MTDH,gene,,MTDH,92140
WP5052,Nephrogenesis,Nephrogenesis,WP5052,pathway,WP5052,,
55224,ETNK2,,ETNK2,gene,,ETNK2,55224
7422,VEGFA,,VEGFA,gene,,VEGFA,7422
23592,LEMD3,,ENSG00000174106,gene,,LEMD3,23592
3801,KIFC3,,KIFC3,gene,,KIFC3,3801
610990,FBXW2,,610990,gene,,FBXW2,610990
5204,PFDN5,,PFDN5,gene,,PFDN5,5204
5521,PPP2R2B,,PPP2R2B,gene,,PPP2R2B,5521
114789,SLC25A25,,SLC25A25,gene,,SLC25A25,114789
417220,SLC27A4,,417220,gene,,SLC27A4,417220
3741,KCNA5,,KCNA5,gene,,KCNA5,3741
55626,AMBRA1,,AMBRA1,gene,,AMBRA1,55626
80000,GREB1L,,ENSG00000141449,gene,,GREB1L,80000
283375,SLC39A5,,SLC39A5,gene,,SLC39A5,283375
55256,ADI1,,ENSG00000182551,gene,,ADI1,55256
WP698,Glucuronidation,Glucuronidation,WP698,pathway,WP698,,
56413,LTB4R2,,ENSG00000213906,gene,,LTB4R2,56413
26275,HIBCH,,HIBCH,gene,,HIBCH,26275
WP1138,FAS pathway and stress induction of HSP regulation,FAS pathway and stress induction of HSP regulation,WP1138,pathway,WP1138,,
83463,MXD3,,MXD3,gene,,MXD3,83463
9148,NEURL1,,NEURL1,gene,,NEURL1,9148
57404,CYP20A1,,ENSG00000119004,gene,,CYP20A1,57404
3485,IGFBP2,,ENSG00000115457,gene,,IGFBP2,3485
100523126,DFFA,,100523126,gene,,DFFA,100523126
4982,TNFRSF11B,,TNFRSF11B,gene,,TNFRSF11B,4982
3800,KIF5C,,ENSG00000168280,gene,,KIF5C,3800
9765,ZFYVE16,,ZFYVE16,gene,,ZFYVE16,9765
WP5031,"Biotin metabolism, including IMDs","Biotin metabolism, including IMDs",WP5031,pathway,WP5031,,
100622999,ADCY8,,100622999,gene,,ADCY8,100622999
100627504,PTCH1,,100627504,gene,,PTCH1,100627504
5660,PSAP,,ENSG00000197746,gene,,PSAP,5660
261726,TIPRL,,ENSG00000143155,gene,,TIPRL,261726
7942,TFEB,,ENSG00000112561,gene,,TFEB,7942
1176,AP3S1,,AP3S1,gene,,AP3S1,1176
WP886,Kit receptor signaling pathway,Kit receptor signaling pathway,WP886,pathway,WP886,,
5708,PSMD2,,PSMD2,gene,,PSMD2,5708
2639,GCDH,,ENSG00000105607,gene,,GCDH,2639
27304,MOCS3,,ENSG00000124217,gene,,MOCS3,27304
9101,USP8,,ENSG00000138592,gene,,USP8,9101
27037,TRMT2A,,TRMT2A,gene,,TRMT2A,27037
WP5136,ALA oxylipin metabolism,ALA oxylipin metabolism,WP5136,pathway,WP5136,,
611,OPN1SW,,ENSG00000128617,gene,,OPN1SW,611
119865321,HES1,,119865321,gene,,HES1,119865321
4495,MT1G,,ENSG00000125144,gene,,MT1G,4495
3448,IFNA14,,ENSG00000228083,gene,,IFNA14,3448
WP3408,Evolocumab mechanism to reduce LDL cholesterol,Evolocumab mechanism to reduce LDL cholesterol,WP3408,pathway,WP3408,,
100077423,POLK,,100077423,gene,,POLK,100077423
9588,PRDX6,,PRDX6,gene,,PRDX6,9588
1537,CYC1,,ENSG00000179091,gene,,CYC1,1537
84269,CHCHD5,,ENSG00000125611,gene,,CHCHD5,84269
51715,RAB23,,ENSG00000112210,gene,,RAB23,51715
2201,FBN2,,FBN2,gene,,FBN2,2201
6125,RPL5,,ENSG00000122406,gene,,RPL5,6125
26191,PTPN22,,ENSG00000134242,gene,,PTPN22,26191
644168,DRGX,,DRGX,gene,,DRGX,644168
25861,WHRN,,WHRN,gene,,WHRN,25861
2934,GSN,,ENSG00000148180,gene,,GSN,2934
51241,COX16,,ENSG00000133983,gene,,COX16,51241
476079,SETD7,,476079,gene,,SETD7,476079
79874,RABEP2,,ENSG00000177548,gene,,RABEP2,79874
5198,PFAS,,PFAS,gene,,PFAS,5198
1854,DUT,,ENSG00000128951,gene,,DUT,1854
83931,STK40,,STK40,gene,,STK40,83931
419239,BIRC7,,419239,gene,,BIRC7,419239
55970,GNG12,,GNG12,gene,,GNG12,55970
487777,ABCG1,,487777,gene,,ABCG1,487777
55304,SPTLC3,,SPTLC3,gene,,SPTLC3,55304
WP3263,Benzo(a)pyrene metabolism,Benzo(a)pyrene metabolism,WP3263,pathway,WP3263,,
396665,TGFBR1,,396665,gene,,TGFBR1,396665
100090556,TXNRD3,,100090556,gene,,TXNRD3,100090556
114812005,TGFB1,,114812005,gene,,TGFB1,114812005
6722,SRF,,ENSG00000112658,gene,,SRF,6722
417204,ENDOG,,417204,gene,,ENDOG,417204
100522979,CREB3L3,,100522979,gene,,CREB3L3,100522979
641,BLM,,ENSG00000197299,gene,,BLM,641
4762,NEUROG1,,ENSG00000181965,gene,,NEUROG1,4762
30,ACAA1,,ACAA1,gene,,ACAA1,30
83999,KREMEN1,,ENSG00000183762,gene,,KREMEN1,83999
476745,DAPK3,,476745,gene,,DAPK3,476745
799,CALCR,,ENSG00000004948,gene,,CALCR,799
478506,HADH,,478506,gene,,HADH,478506
1650,DDOST,,DDOST,gene,,DDOST,1650
23332,CLASP1,,CLASP1,gene,,CLASP1,23332
100131801,PET100,,PET100,gene,,PET100,100131801
4117,MAK,,MAK,gene,,MAK,4117
8477,GPR65,,GPR65,gene,,GPR65,8477
WP2328,Allograft rejection,Allograft rejection,WP2328,pathway,WP2328,,
WP1991,SRF and miRs in smooth muscle differentiation and proliferation,SRF and miRs in smooth muscle differentiation and proliferation,WP1991,pathway,WP1991,,
100521912,WNT11,,100521912,gene,,WNT11,100521912
192668,CYS1,,CYS1,gene,,CYS1,192668
WP1471,Target of rapamycin signaling,Target of rapamycin signaling,WP1471,pathway,WP1471,,
55065,SLC52A1,,SLC52A1,gene,,SLC52A1,55065
442185,OR2J1,,OR2J1,gene,,OR2J1,442185
480481,MAP3K3,,480481,gene,,MAP3K3,480481
5451,POU2F1,,POU2F1,gene,,POU2F1,5451
90557,CCDC74A,,CCDC74A,gene,,CCDC74A,90557
100082770,TFAP2A,,100082770,gene,,TFAP2A,100082770
6929,TCF3,,TCF3,gene,,TCF3,6929
9986,RCE1,,RCE1,gene,,RCE1,9986
103165753,PTGER3,,103165753,gene,,PTGER3,103165753
7410,VAV2,,VAV2,gene,,VAV2,7410
10371,SEMA3A,,ENSG00000075213,gene,,SEMA3A,10371
10057,ABCC5,,ABCC5,gene,,ABCC5,10057
102149114,CCND1,,102149114,gene,,CCND1,102149114
94241,TP53INP1,,TP53INP1,gene,,TP53INP1,94241
2352,FOLR3,,FOLR3,gene,,FOLR3,2352
2263,FGFR2,,FGFR2,gene,,FGFR2,2263
10203,CALCRL,,ENSG00000064989,gene,,CALCRL,10203
152,ADRA2C,,ADRA2C,gene,,ADRA2C,152
113612,CYP2U1,,CYP2U1,gene,,CYP2U1,113612
6337,SCNN1A,,SCNN1A,gene,,SCNN1A,6337
6591,SNAI2,,ENSG00000019549,gene,,SNAI2,6591
710986,IL13RA1,,710986,gene,,IL13RA1,710986
79959,CEP76,,CEP76,gene,,CEP76,79959
